OTUID,A,B,stat,p.value,Group,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,OTUID.1, cummulative_abund,P26.2010.06.10m,P26.2010.06.25m,P26.2010.06.50m,P26.2010.06.100m,P26.2010.08.10m,P26.2010.08.25m,P26.2010.08.50m,P26.2010.08.100m,P26.2011.02.10m,P26.2011.02.25m,P26.2011.02.50m,P26.2011.02.100m,P26.2011.06.10m,P26.2011.06.25m,P26.2011.06.50m,P26.2011.06.100m,P26.2011.08.10m,P26.2011.08.25m,P26.2011.08.50m,P26.2011.08.100m,P26.2012.02.10m,P26.2012.02.25m,P26.2012.02.50m,P26.2012.02.100m,P26.2012.06.10m,P26.2012.06.25m,P26.2012.06.50m,P26.2012.06.100m,P26.2012.08.10m,P26.2012.08.25m,P26.2012.08.50m,P26.2012.08.100m,P26.2013.02.10m,P26.2013.02.25m,P26.2013.02.50m,P26.2013.02.100m,P26.2013.06.10m,P26.2013.06.25m,P26.2013.06.50m,P26.2013.06.100m,P26.2013.08.10m,P26.2013.08.50m,P26.2014.02.10m,P26.2014.02.25m,P26.2014.02.50m,P26.2014.02.100m,P26.2014.06.10m,P26.2014.06.25m,P26.2014.06.50m,P26.2014.08.10m,P26.2014.08.25m,P26.2014.08.50m,P26.2014.08.100m,P26.2015.02.10m,P26.2015.02.25m,P26.2015.02.50m,P26.2015.02.100m,P26.2015.06.10m,P26.2015.06.25m,P26.2015.06.50m,P26.2015.06.100m,P26.2015.08.10m,P26.2015.08.25m,P26.2015.08.50m,P26.2015.08.100m,P26.2016.02.10m,P26.2016.02.25m,P26.2016.02.50m,P26.2016.02.100m
OTU_1401,0.9502,0.7778,0.86,0.001,Yes,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1401,0.007490646,1.19E-05,0,0,5.88E-05,0,0,0,3.77E-05,1.86E-05,3.51E-05,2.54E-05,0,0,0,0,7.51E-06,0,0,9.40E-06,0,8.93E-06,0,1.08E-05,3.33E-05,0,0,0,3.07E-05,0,0,0,0,4.27E-05,3.61E-05,3.09E-05,9.19E-06,0,0,1.31E-05,1.56E-05,0,0,0.000678345,0.00053019,0.000580032,0.000410528,1.97E-05,2.45E-05,0.000178121,0,0,0.000197309,0.000115613,0.000327053,0.000246076,0.000220462,0.000174302,0,4.11E-05,9.25E-05,2.70E-05,0,0,0,0.000146191,0.000199528,0.000146934,0.000228598,0.000148734
OTU_575,0.6312,0.8519,0.733,0.022,Yes,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_575,0.021261941,1.19E-05,3.73E-05,0,0.000420221,0,0,0.000108284,0.000575412,0.000241748,0.000227968,0.000203574,0.000514877,0,0,0,0.000300463,0,0,0,0.000797041,0.000223147,0.000263017,0.000162642,0.000232785,1.02E-05,8.98E-06,6.71E-05,0.000681031,0,0,2.51E-05,0.000498741,0.000128021,0.000166072,0.000113424,0.000262047,0,0,0.0001245,0.000643107,0,7.10E-05,0.000482485,0.000513447,0.000366336,0.00027564,4.59E-05,4.91E-05,0.001033102,0,0,0.000149477,0.000269764,0.000327053,0.000339415,0.000456128,0.000501119,6.07E-06,1.37E-05,0.000762891,0.000610692,0,0,1.43E-05,0.000607608,0.000109418,0.000170134,0.000167638,0.00027962
OTU_367,0.7015,0.9512,0.817,0.021,No,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_367,0.082214171,0.000450996,0.000345343,0.00047504,0.000100853,1.77E-05,0,2.17E-05,5.66E-05,0.000269642,0.000420864,0.000229021,0.000198725,0.000929251,0.001163437,0.001987535,0.000503275,8.54E-05,7.24E-05,0.001616815,5.20E-05,0.001936912,0.002120577,0.002038449,0.002383275,0.002714886,0.002632572,0.003200466,0.001628331,0,1.26E-05,0.001352241,0.000166247,0.000522753,0.000707612,0.000711476,0.000533289,0.003225585,0.002959474,0.000321078,0.000311181,0.000101766,0.005757996,0.000300956,0.0002344,0.000201485,0.00018767,0.00034095,0.000435382,0.00047024,1.29E-05,1.49E-05,0.000275037,3.08E-05,0.000277284,0.00012728,0.000197656,4.90E-05,0.000430674,0.001710583,0.001150116,0.000145918,1.55E-05,0,0.000114532,0.000255835,0.001325893,0.001160003,0.001684002,0.001243419
OTU_1202,0.8197,0.7805,0.8,0.006,No,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1202,0.007850294,0,9.33E-06,0,0,0,0,0,9.43E-06,0.000120874,9.64E-05,8.48E-05,4.52E-05,0.000126,0.000138918,0.000172829,2.25E-05,0,0,6.58E-05,0,0.00015174,0.000246579,0.000140957,0.0002217,0.000471263,0.000539093,0.000469998,0.000204821,0,1.26E-05,0.000160861,3.32E-05,0.000122687,0.00013719,8.76E-05,8.73E-05,9.80E-05,0.000104657,1.31E-05,5.19E-05,3.88E-05,0.000445406,2.39E-05,2.23E-05,3.66E-05,1.76E-05,1.97E-05,1.23E-05,3.56E-05,0,0,3.59E-05,7.71E-06,0,8.49E-06,2.28E-05,0,1.82E-05,4.11E-05,0.00010981,5.40E-06,0,0,7.16E-06,3.65E-05,7.08E-05,5.41E-05,4.57E-05,5.35E-05
OTU_146,0.7674,1,0.876,0.009,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_146,0.051634345,7.12E-05,3.73E-05,7.23E-05,5.04E-05,3.54E-05,7.64E-05,3.61E-05,4.72E-05,0.000548582,0.000429632,0.000500454,0.00030712,3.94E-05,6.08E-05,0.000140424,3.00E-05,0.00024553,0.000227477,0.000225602,0.000112625,0.000330257,0.000673982,0.000683097,0.000565335,8.20E-05,8.09E-05,0.000179047,0.000435246,0,1.26E-05,4.02E-05,0.000218496,0.000144024,0.000216616,0.000252626,0.000216074,2.94E-05,9.88E-05,5.90E-05,0.000119286,0.002146775,0.001387858,0.000320064,0.000239981,0.000396864,0.000304964,0.000242599,0.000233022,0.000719609,0.006273363,0.004527283,0.00206278,0.000123321,0.000312833,0.000322444,0.000387709,9.80E-05,0.0004792,6.16E-05,0.000213841,9.73E-05,0.002537717,0.001661208,0.000279172,0.000237561,0.000424801,0.000587735,0.000640073,0.000577089
OTU_30,0.6598,1,0.812,0.012,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_30,1.176670978,0.001020675,0.001204032,0.001352831,0.020523595,0.000363076,0.000985327,0.000859051,0.003301544,0.011975825,0.009864008,0.013902437,0.009150362,0.001638002,0.00143259,0.004050682,0.007023316,0.004003203,0.002771086,0.012041511,0.007078067,0.020172448,0.024937328,0.022694005,0.021471645,0.003063211,0.003459182,0.006714263,0.015694447,7.83E-05,0.000163587,0.005343615,0.017351446,0.009020158,0.011401216,0.011053655,0.011056556,0.002921655,0.002389674,0.004390247,0.008541911,0.026788656,0.024820063,0.00673568,0.006479482,0.006771113,0.008257483,0.002189949,0.002974092,0.012062357,0.066801619,0.0646499,0.033428999,0.019461551,0.006576609,0.007755622,0.008043058,0.014036789,0.006272064,0.001861114,0.006513472,0.028021574,0.031500279,0.024219657,0.006120302,0.012184146,0.014629876,0.014716573,0.016055168,0.015515959
OTU_111,0.8515,0.6296,0.732,0.027,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_111,0.009246877,0,0,0,0.002790268,0,0,0,0.000273557,1.86E-05,8.77E-06,8.48E-06,0.000180659,7.88E-06,0,0,7.51E-06,0,0,0,0,0,8.22E-06,1.08E-05,3.33E-05,0,0,0,2.05E-05,0,0,0,9.50E-06,2.67E-05,7.22E-06,5.16E-06,7.36E-05,9.80E-06,0,0,4.15E-05,0,0,1.91E-05,2.23E-05,1.83E-05,5.28E-05,0,0,7.12E-06,0,0,0,0.000477868,2.84E-05,4.24E-05,5.32E-05,0.000610058,0,0,0,0.001297045,0,0,7.16E-06,4.57E-06,3.22E-05,3.09E-05,4.57E-05,8.92E-05
OTU_179,0.8729,0.5926,0.719,0.03,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_179,0.004044543,0,0,0,0.00043703,0,7.64E-06,0,0.000132062,9.30E-06,0,8.48E-06,9.03E-06,0,0,0,0,0,0,0,0,3.57E-05,1.64E-05,2.17E-05,0,0,0,0,1.54E-05,6.52E-06,0,0,2.85E-05,5.33E-06,2.89E-05,2.06E-05,3.22E-05,0,5.81E-06,0,3.63E-05,0,6.46E-06,4.78E-06,1.12E-05,2.44E-05,7.04E-05,0,0,0,0,7.46E-06,0,0.000817,7.11E-06,1.70E-05,7.60E-06,0.000506566,0,0,0,0.000318857,0,0,0,9.14E-06,6.44E-06,4.64E-05,7.62E-06,6.54E-05
OTU_477,0.6774,0.7407,0.708,0.04,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_477,0.024170717,1.19E-05,0,0,0.000941295,0,0,0,0.000113196,0.000706648,0.000815425,0.00082278,0.000758766,0,0,1.08E-05,1.50E-05,0,0,0,8.66E-06,0.000490922,0.0004685,0.000607197,0.00048774,0,8.98E-06,6.71E-05,0.000389161,0,0,0,0.000256496,4.80E-05,0.000144411,9.80E-05,8.73E-05,0,0,6.55E-06,0.000134845,0,4.52E-05,0.000496816,0.000513447,0.000421287,0.000480905,0,0,3.56E-05,0,0,0.000173393,6.17E-05,0.000135087,0.000169707,0.000174849,0.000397627,6.07E-06,0,6.94E-05,0.000578266,0,0,1.43E-05,0.002384749,0.000804547,0.000641868,0.000853431,0.000719874
OTU_1031,0.9131,0.5926,0.736,0.002,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1031,0.002463491,0,0,0,0.000168088,0,0,0,0.000113196,9.30E-06,0,1.70E-05,0,0,0,0,7.51E-06,0,0,0,0,0,0,1.08E-05,0,0,0,0,5.12E-06,0,0,0,9.50E-06,5.33E-06,0,5.16E-06,0,0,0,0,1.04E-05,0,0,0.000329618,0.000223238,3.66E-05,2.93E-05,0,0,1.42E-05,0,0,1.79E-05,5.40E-05,2.13E-05,0,7.60E-06,0.000337711,0,0,0,4.86E-05,0,0,0,0.000127918,2.57E-05,1.55E-05,7.62E-06,4.16E-05
OTU_676,0.9687,0.5556,0.734,0.001,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_676,0.004554881,0,0,0,0.00028575,0,0,0,0,0,0,8.48E-06,1.81E-05,0,0,0,0,0,0,9.40E-06,0,8.93E-06,0,1.08E-05,2.22E-05,0,0,0,0,0,0,0,0,0,0,0,9.19E-06,0,0,0,4.67E-05,0,0,0.000420383,0.000373924,0.000335808,0.000586469,0,0,0,0,0,5.98E-06,0.00034684,4.27E-05,6.79E-05,5.32E-05,0.000294135,0,0,0,0.000135109,0,0,0,0,6.44E-06,7.73E-06,2.29E-05,2.38E-05
OTU_236,0.7126,1,0.844,0.001,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_236,0.128114652,0.000593415,0.000653351,0.00074354,0.000134471,0.000159399,0.000137487,0,9.43E-06,0.003086936,0.003024963,0.002748255,0.001806587,0.001905752,0.001693061,0.002181967,7.51E-06,0.002199093,0.001230445,2.82E-05,0,0.001347805,0.001323306,0.001051753,0.00108633,0.000901547,0.000853564,0.001186187,0.00038404,0,6.29E-06,3.02E-05,2.37E-05,4.27E-05,3.61E-05,3.61E-05,2.30E-05,0.000245105,0.000209314,0,1.56E-05,0.000862587,0.001652519,0.002608284,0.002137503,0.002564353,0.002287229,0.002196505,0.002955695,0.001111475,0.001545705,0.001573734,0.000334828,4.62E-05,0.001180235,0.001238863,0.001185933,0.000310476,0.002711424,0.005535447,0.001231029,0.000167535,0.001055442,0.000660708,5.73E-05,0.000155328,0.004917389,0.004756013,0.005661599,0.004551269
OTU_214,0.77,1,0.877,0.001,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_214,0.089968913,0,1.87E-05,0,0.000100853,0,0,0.000166035,0.000848969,0.001803812,0.001946498,0.001849134,0.001616895,4.73E-05,3.47E-05,0.000129622,0.00048074,0,0,7.52E-05,0.000424511,0.000401664,0.000336991,0.000195171,0.00028821,0.000143428,0.000107819,0.000156666,0.000711755,0,0,3.02E-05,0.000413243,0.000853474,0.001472988,0.001103303,0.000947048,9.80E-06,5.23E-05,0.000596287,0.000824629,0,0.0012523,0.002976119,0.002991389,0.003461877,0.003184527,0.000170475,0.000116511,0.001139975,0.000174619,0.000179003,0.004496263,0.00094032,0.003526484,0.004039033,0.003284122,0.001247351,7.28E-05,0.000102635,0.000404563,0.000167535,5.43E-05,2.83E-05,0.00016464,0.000776642,0.002162621,0.002103472,0.002453614,0.002219115
OTU_439,0.9666,0.7778,0.867,0.001,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_439,0.008220588,0,0,1.03E-05,0.001470774,0,0,0,9.43E-05,0,0,0,1.81E-05,7.88E-06,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,0,0,1.02E-05,0,0,0,1.90E-05,0,0,0,2.30E-05,0,0,0,1.56E-05,0,0,0.000238854,0.000184171,0.000177062,0.00018767,6.56E-06,6.13E-06,2.85E-05,9.05E-05,7.46E-05,0.000843049,0.000524113,7.82E-05,0.000118795,6.08E-05,0.000626399,0,0,0,0.000594479,0,0,0,4.57E-06,3.86E-05,3.87E-05,2.29E-05,4.76E-05
OTU_54,0.857,0.8519,0.854,0.005,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_54,0.04102518,0,0,0,0.008463252,0,0,0,0.002084689,3.72E-05,3.51E-05,1.70E-05,0.000641338,0,8.68E-06,0,6.76E-05,0,0,0,1.73E-05,8.03E-05,4.11E-05,0.000130114,5.54E-05,1.02E-05,0,0,6.66E-05,0,6.29E-06,0,0.000189997,5.33E-06,1.44E-05,2.58E-05,8.28E-05,0,0,0,0.000388976,0,6.46E-06,2.87E-05,5.58E-06,1.22E-05,0.000211129,6.56E-06,6.13E-06,0,0,7.46E-06,0,0.004932829,7.11E-06,3.39E-05,3.04E-05,0.004096106,6.07E-06,6.84E-06,5.78E-06,0.005652954,7.76E-06,9.44E-06,0,4.57E-06,3.22E-05,3.09E-05,3.05E-05,0.00066633
OTU_736,0.7755,0.9259,0.847,0.001,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_736,0.02602679,1.19E-05,0,2.07E-05,4.20E-05,0,0,0,0.000169794,0.000641562,0.00052608,0.000551347,0.00030712,7.88E-06,4.34E-05,3.24E-05,5.26E-05,0,0,3.76E-05,5.20E-05,0.000383812,0.000410965,0.000314442,0.0006651,1.02E-05,0,8.95E-05,0.000133134,0,0,1.01E-05,0.000118748,0.000112019,8.66E-05,5.16E-05,7.36E-05,2.94E-05,1.16E-05,7.21E-05,0.000134845,0,0.000309847,0.000683122,0.0004688,0.000665511,0.000686169,2.62E-05,3.07E-05,0.000142497,1.29E-05,2.24E-05,0.000866966,9.25E-05,0.000440811,0.000415783,0.00057016,0.000168855,5.46E-05,9.58E-05,0.000167605,8.65E-05,0,0,5.01E-05,0.000278678,0.001660584,0.001446137,0.001805921,0.001505191
OTU_453,0.6196,1,0.787,0.046,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_453,0.281951362,0.000344181,0.000242673,0.000330462,0.000689162,7.08E-05,1.53E-05,0.000382602,0.001631906,0.010906555,0.00989908,0.00860102,0.007723159,0.000882001,0.000746683,0.001404236,0.000683553,0.000597812,0.000165438,0.000498205,0.000216587,0.00336505,0.003912382,0.002873345,0.00294861,0.001577707,0.001482506,0.001320472,0.003784077,0,2.52E-05,0.000402154,0.000617489,0.002203031,0.00285933,0.002619056,0.002330842,0.000607861,0.000563986,0.000465235,0.001312145,0.001846324,0.011077042,0.003883764,0.003365312,0.003492405,0.004287088,0.001062191,0.001508508,0.002664691,0.003906301,0.004281154,0.003049327,0.000632019,0.003419836,0.003580823,0.003284122,0.00096411,0.001886472,0.005022272,0.003080462,0.000940358,0.005052151,0.003473435,0.000851831,0.002101503,0.007910303,0.008522156,0.009799215,0.008299372
OTU_372,0.8803,0.6296,0.744,0.01,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_372,0.009634626,0,0,0,0.001756524,0,0,0,0.000207526,0,8.77E-06,4.24E-05,0.000270988,7.88E-06,0,0,7.51E-06,0,0,0,0,0,1.64E-05,0,2.22E-05,0,0,0,4.61E-05,0,0,0,1.90E-05,1.07E-05,2.89E-05,2.06E-05,5.98E-05,0,0,0,6.22E-05,0,6.46E-06,9.55E-06,1.67E-05,3.05E-05,9.97E-05,6.56E-06,0,7.12E-06,0,0,0,0.001356528,5.69E-05,1.70E-05,4.56E-05,0.000315923,0,0,0,0.001718584,0,0,0,9.14E-06,4.51E-05,5.41E-05,6.86E-05,0.000196329
OTU_148,0.7866,0.6667,0.724,0.02,Yes,D_0__Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_148,0.045848084,0,0,1.03E-05,0.003513048,0,0,0,0.002773297,0.000111576,0.000105216,0.000118752,0.000289054,0,0,0,9.01E-05,0,0,0,0.00039852,9.82E-05,0.000156167,0.000140957,0.000121935,0,0,0,0.000148496,0,0,0,0.000398993,1.60E-05,7.22E-05,2.58E-05,0.000239061,0,0,6.55E-06,0.002878422,0,6.46E-06,0.001547773,0.001518018,0.001648513,0.001835648,0,0,4.27E-05,0,0,0.000149477,0.002489537,0.0013722,0.00140857,0.001163127,0.003398896,0,0,0,0.002334681,0,0,7.16E-06,0.000278678,0.000109418,0.000108267,0.000152398,0.000351013
OTU_386,0.8655,1,0.93,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured bacterium,OTU_386,0.139878878,0.001436065,0.001652044,0.001776236,5.88E-05,0.00017711,0.000786734,0.001169464,0.000245258,0.000362622,0.00030688,0.000339291,0.000334219,0.003370503,0.004645065,0.004763602,0.005971696,0.001281025,0.001240785,0.003102029,0.003075537,0.00066944,0.000600008,0.000748154,0.00068727,0.002991497,0.003423242,0.002059041,0.002058456,0.001623747,0.002233589,0.00437342,0.001325227,0.002955155,0.004296215,0.002711857,0.003999669,0.003460886,0.003058317,0.003394251,0.002422023,0.000649363,0.001723526,8.60E-05,7.81E-05,6.11E-05,7.04E-05,0.000262269,0.000380193,0.000512989,0.000413913,0.000343089,0.000520179,3.08E-05,9.24E-05,6.79E-05,9.12E-05,1.63E-05,0.000758228,0.001156354,0.002121069,0.000183748,3.88E-05,7.55E-05,0.000443811,0.001005066,1.93E-05,2.32E-05,4.57E-05,5.95E-05
OTU_911,0.7861,0.9756,0.876,0.025,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,OTU_911,0.0298947,0.000201761,0.000252007,0.000196212,0,0.002683221,0.004109348,0.001739758,1.89E-05,9.30E-05,0.000157824,0.000161163,0.000189692,4.73E-05,9.55E-05,5.40E-05,4.51E-05,0.000362957,0.000175778,0.000507605,0,3.57E-05,1.64E-05,3.25E-05,3.33E-05,2.05E-05,8.98E-06,4.48E-05,1.02E-05,0.001023808,0.002894229,0.000201077,4.75E-05,0.000234705,0.00041157,0.000237159,0.000289631,0.000470602,0.000238386,3.93E-05,2.07E-05,5.82E-05,3.23E-05,5.25E-05,2.23E-05,2.44E-05,1.76E-05,0.000111464,0.000110379,1.42E-05,0.000459184,0.000268504,5.98E-05,0,7.82E-05,0.000118795,0.000114032,5.99E-05,0.000139514,0.00011632,5.78E-05,0,0.000349227,0.000377547,0.000100215,6.85E-05,0.000115855,0.000123734,9.14E-05,8.33E-05
OTU_58,0.739,1,0.86,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_58,0.726633688,0.012093807,0.015157738,0.014354462,0.000386603,0.004764266,0.006660505,0.00597726,0.000924432,0.005160391,0.005313412,0.004885786,0.005790111,0.01008001,0.012858582,0.009095132,0.00661018,0.008187884,0.005779988,0.005555451,0.002651026,0.002383205,0.002498664,0.002710703,0.002671485,0.014178875,0.01678377,0.015196616,0.009754624,0.009742483,0.010438098,0.009777358,0.002175462,0.031290507,0.032420177,0.026025582,0.032190439,0.011402296,0.011180883,0.009114677,0.004159449,0.005330594,0.003130749,0.001609875,0.001238971,0.001703463,0.00103805,0.00634036,0.007701978,0.003704918,0.003589399,0.002401623,0.006869955,0.000578066,0.001286882,0.001875265,0.001740889,0.000408521,0.005447112,0.008600812,0.005328679,0.001107893,0.006798286,0.005851983,0.010529782,0.001914195,0.00175713,0.001801871,0.00184402,0.001463545
OTU_1174,0.733,1,0.856,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,uncultured Flavobacteriaceae bacterium,OTU_1174,0.006627932,1.19E-05,5.60E-05,5.16E-05,0.000235324,8.86E-06,3.06E-05,0.000108284,0.000235825,9.30E-06,3.51E-05,3.39E-05,4.52E-05,7.88E-06,3.47E-05,0.000140424,0.000413136,2.14E-05,1.03E-05,9.40E-06,1.73E-05,1.79E-05,8.22E-06,7.59E-05,2.22E-05,2.05E-05,3.59E-05,4.48E-05,4.10E-05,0.000273885,0.000239088,0.000246319,0.000403743,0.00010135,0.00013719,9.28E-05,8.73E-05,8.82E-05,4.65E-05,3.93E-05,0.000150404,1.94E-05,2.58E-05,7.64E-05,8.37E-05,4.88E-05,2.35E-05,6.56E-06,0,0,0,7.46E-06,0,7.71E-06,9.24E-05,4.24E-05,9.12E-05,0.000212431,6.07E-06,1.37E-05,2.89E-05,5.40E-06,0,0,7.16E-06,2.74E-05,1.29E-05,7.73E-06,7.62E-06,2.97E-05
OTU_830,0.7218,1,0.85,0.003,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_830,0.031140306,0.001803983,0.001764047,0.002003429,0,8.86E-05,0.000114573,0.000209348,0.000141495,9.30E-05,0.000113984,4.24E-05,0.000135494,0.000370125,0.000234424,0.000291649,6.01E-05,0.000555111,0.000237817,0.000526405,0.000138616,0.000133888,0.000147947,0.000173485,0.000188445,0.000758119,0.001141081,0.00127571,0.000353317,0.000110858,0.000151003,0.000180969,0.000128248,0.000501416,0.000707612,0.000484629,0.000813726,0.000166672,0.000238386,0.000104842,0.0001141,6.78E-05,0.000271116,0.000143312,0.000150686,0.000146534,8.21E-05,0.000747467,0.000815576,0.000577112,6.47E-05,6.71E-05,0.000621824,7.71E-05,3.55E-05,5.09E-05,7.60E-06,2.18E-05,6.07E-05,0.000130004,0.000294753,2.70E-05,7.76E-06,9.44E-06,0.000107374,1.37E-05,0,4.64E-05,3.05E-05,1.19E-05
OTU_130,0.7192,1,0.848,0.042,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured marine bacterium,OTU_130,0.368856003,0.014989675,0.016007094,0.014488713,0.000126066,0.00266551,0.002192162,9.38E-05,0.000160361,0.000102278,0.000122752,6.79E-05,5.42E-05,0.027523153,0.036709037,0.00908433,0.000127697,0.001387777,0.001158066,0.004747044,9.53E-05,6.25E-05,9.04E-05,7.59E-05,0.00015519,0.004087696,0.004537368,0.003759987,0.000179219,0.010622828,0.016320932,0.000789226,0.000213746,0.000320053,0.000483775,0.000335115,0.000340202,0.009755189,0.00857608,0.000976339,0.000181522,0.007961969,0.000761708,6.69E-05,3.91E-05,4.27E-05,5.86E-06,0.007133725,0.008370382,0.004075409,5.82E-05,5.97E-05,0.0007713,2.31E-05,0.000241735,0.000220619,0.00021286,4.90E-05,0.006739133,0.01150196,0.011327777,9.19E-05,0.000240579,0.000179335,0.000272013,0.000191876,4.51E-05,2.32E-05,7.62E-06,2.97E-05
OTU_282,0.7132,1,0.845,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_282,0.22681201,0.003014551,0.003593429,0.003263317,0.000268941,0.004861677,0.004521811,0.000916802,0.001867731,0.002212924,0.002349826,0.002688879,0.001924015,0.001401751,0.002153226,0.002030742,0.00838291,0.003672271,0.002150693,0.001579215,0.005821861,0.004998483,0.005046644,0.004738309,0.00452268,0.002243623,0.002327086,0.002215707,0.002903345,0.000965119,0.000799059,0.001487968,0.004189427,0.003877974,0.004707785,0.003722359,0.00492373,0.001343177,0.001750102,0.002195124,0.003537088,0.000983737,0.001639609,0.001304142,0.001166418,0.001001319,0.000879703,0.00100318,0.001140579,0.000826482,0.000491521,0.000395298,0.001710015,0.001032811,0.0013722,0.001264319,0.001748491,0.000653634,0.000315423,0.001142669,0.000797568,0.00054584,0.000147451,0.000151019,0.000780249,0.002617741,0.002432949,0.002745341,0.00284985,0.002189368
OTU_608,0.9137,0.7805,0.844,0.001,No,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_608,0.033049152,0,1.87E-05,1.03E-05,0.00079842,0,0,0.000101065,0.003678864,2.79E-05,7.89E-05,4.24E-05,5.42E-05,7.88E-06,0,7.56E-05,0.001645033,0,0,0.000752007,0.001568091,0.000187443,0.000213702,0.000281913,0.000277125,6.15E-05,2.70E-05,0.00024619,0.000916576,0,0,0.001246676,0.00171947,0.001706949,0.00163906,0.001355929,0.001701009,7.84E-05,8.72E-05,0.000570077,0.00032674,0,1.29E-05,0,5.58E-06,0,5.86E-06,0,0,0,0,0,0,0.00087866,7.11E-06,8.49E-06,3.80E-05,7.08E-05,0,0,2.31E-05,0.000156726,0,0,0,4.57E-06,1.93E-05,0,2.29E-05,4.76E-05
